path,classification,canonical_source_or_build_owner,audience,source_sha_or_evidence,status,finding_or_action,verification_command,publication_destination
docs/archive/superseded/2026-04/archive/presentations/EXECUTIVE-DASHBOARD-PRESENTATION-AI-FIRST-IMPROVED.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/INSTRUCTIONS_FOR_NARRATED_PRESENTATION.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/README.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/STANDALONE-PACKAGE-README.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/Strategic-Business-Case.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/ai-configuration-dashboard-standalone.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/ai-configuration-dashboard.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/executive-dashboard-standalone.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/executive-dashboard.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/executive-mindmap-standalone.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/executive-mindmap.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/executive-presentation-ai-first-standalone.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/executive-presentation-ai-first.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/executive-presentation-complete-18-standalone.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/executive-presentation-complete-18.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/executive-summary-13-slides-standalone.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/executive-summary-13-slides.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/executive-summary-recording.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/index.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/roi-calculator-standalone.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/1-Executive-Dashboards/roi-calculator.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/2-Strategic-Documents/BOARD-EXECUTIVE-SUMMARY-2025-11-30.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/2-Strategic-Documents/COMPETITIVE_LANDSCAPE_ANALYSIS.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/2-Strategic-Documents/MARKET_OPPORTUNITY_VALIDATION.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/2-Strategic-Documents/SQUIRE_DOCUMENTATION_ASSESSMENT_2025.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/2-Strategic-Documents/SQUIRE_MARKET_POSITION_RESEARCH.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/2-Strategic-Documents/TECHNICAL_DIFFERENTIATION_ANALYSIS.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/2-Strategic-Documents/UNIVERSAL_TRANSLATOR_ANALYSIS_2025.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/2-Strategic-Documents/business-case.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/2-Strategic-Documents/competitive-strategy.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/2-Strategic-Documents/executive-overview.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/2-Strategic-Documents/revenue-model.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/2-Strategic-Documents/value-proposition.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/3-Implementation-Status/AI_IMPLEMENTATION_STATUS_SUMMARY.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/3-Implementation-Status/DEVELOPER_GUIDE.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/3-Implementation-Status/DOCUMENTATION-UPDATE-SUMMARY-2025-10-11.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/3-Implementation-Status/FEATURES.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/3-Implementation-Status/MASTER_IMPLEMENTATION_PLAN_2025_MERGED.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/3-Implementation-Status/RELEASE-NOTES-2025-10-11.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/3-Implementation-Status/RELEASE-NOTES-2025-10-13.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/3-Implementation-Status/RELEASE-NOTES-2025-10-17.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/4-Presentation-Materials/EXECUTIVE-DASHBOARD-MINDMAP-2025-10-11.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/4-Presentation-Materials/EXECUTIVE-DASHBOARD-PRESENTATION.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/4-Presentation-Materials/EXECUTIVE-PRESENTATION-BUSINESS.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/4-Presentation-Materials/EXECUTIVE-PRESENTATION-TECHNOLOGY.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/4-Presentation-Materials/PPTX-UPDATE-GUIDE-2026.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/4-Presentation-Materials/README.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/4-Presentation-Materials/ROI-CALCULATOR-TEMPLATE.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/4-Presentation-Materials/investor-pitch-deck.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/4-Presentation-Materials/speaker-notes-13-slides.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/4-Presentation-Materials/strategic-infographic-board.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/4-Presentation-Materials/strategic-infographic-investor.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/4-Presentation-Materials/strategic-infographic-technical.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/5-Technical-Reference/ARCHITECTURE.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/5-Technical-Reference/CHANGELOG.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/5-Technical-Reference/DEPLOYMENT.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/5-Technical-Reference/INFRASTRUCTURE.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/5-Technical-Reference/README.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/5-Technical-Reference/SQUIRE_BUSINESS_CASE.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/DEMO-GUIDE.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/README.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/SITUATIONAL-AWARENESS-LETTER-2025-10.html,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/SITUATIONAL-AWARENESS-LETTER-2025-10.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/Strategic-Business-Case.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/WHATS-NEW-2026.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/board_proposal_package.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/compensation_proposal.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/archive/presentations/Squire-Executive-Package-v1/shadow_bill_templates.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/planning/NETSUITE-MCP-INTEGRATION-PLAN.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/plans/2026-04-20-repo-improvements-combined.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/superpowers/plans/2026-04-15-brain1-wiki-search-and-ai-queryable-plan.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/superpowers/plans/2026-04-18-database-service-refactor-plan.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/superpowers/plans/2026-04-18-payment-central-service-refactor-plan.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/superpowers/plans/2026-04-18-pr-627-629-follow-up-remediation-plan.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/superpowers/plans/2026-04-18-supplier-central-service-refactor-plan-codex.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/superpowers/specs/2026-04-15-brain1-wiki-search-and-ai-queryable-design.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-04/superpowers/specs/2026-04-18-database-service-refactor-design.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-05/superpowers/plans/2026-05-17-governance-without-hosting-data.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/superseded/2026-06/tutorials/02-ai-mapping-studio.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/testing/AI-PROVIDER-TEST-RESULTS.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/testing/COMPREHENSIVE-TEST-REPORT-2025-11-11.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/testing/COMPREHENSIVE-TEST-REPORT-2025-11-12.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/testing/COMPREHENSIVE-TEST-REPORT-2025-11-14.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/testing/COMPREHENSIVE-TEST-REPORT.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/testing/CONNECTOR-AUDIT-TEST-REPORT.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/testing/E2E-TESTING-SUMMARY.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/testing/EMOJI-FIX-TEST-REPORT.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/testing/TEST-RESULTS-2025-11-08.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/testing/TESTING-CHECKLIST-2025-10-01.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/archive/testing/TEST_REPORT_2025-10-23.md,historical/archive,repository documentation,historical reference,21a12da4f45c628696222a9c442abd7aa73f7286,preserved historical,preserve dated contents,preserved; inbound-link source exclusion,archive only
docs/audit/CLAUDE-AUDIT-PRESTON-TEST-2025-09-16.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/audit/DOCUMENTATION-AUDIT-2025-10-29.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/audit/QUICK-START-VERIFICATION-2025-10-30.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/audit/UI-HTML-COMPREHENSIVE-AUDIT-2025-10-28.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/backup-main-sync-guide.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/best-practices/AI-FIELD-MAPPING-AGENT.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/blueprint/README.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/blueprint/approvers.json,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,git diff --check; owning build/audit,repository; external copy only after explicit approval
docs/connectors/CONNECTOR_STATUS.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/connectors/README.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/connectors/business-central-production-setup.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/deliverables/SuiteCentral-2.0-Leadership-Brief.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/demos/EXECUTIVE-PACKAGE-V2-ASYNC-GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/demos/SQUIRE-SUITECENTRAL-DEMO-GUIDE.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
docs/demos/demo-guide.md,active canonical,repository documentation,maintainers and users,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,repository; external copy only after explicit approval
